algorithm,backend,iteration,problem_size,threads,source_path,runtime_sec,perf_duration_sec,task_clock_sec,cpus_utilized,sim_seconds,host_seconds,host_tick_rate,host_memory_bytes,clock_ghz,cycles,cycles_sum,cycles_max,instructions,instructions_not_nop,ops,ipc,ipc_wall,cpi,core_ipc_mean,core_ipc_min,core_ipc_max,user_time_sec,system_time_sec,branches,branch_misses,branch_miss_rate,branch_predicted,branch_mispredicted,btb_lookups,btb_hits,btb_misses,btb_hit_rate,l1d_accesses,l1d_reads,l1d_writes,l1d_misses,l1d_read_misses,l1d_write_misses,l1d_miss_rate,l1i_accesses,l1i_misses,l1i_miss_rate,l2d_accesses,l2d_reads,l2d_writes,l2d_misses,l2d_miss_rate,l2_accesses_total,l2_misses_total,l2_miss_rate_total,l1d_tlb_accesses,l1d_tlb_misses,l1d_tlb_miss_rate,l1i_tlb_accesses,l1i_tlb_misses,l1i_tlb_miss_rate,l2d_tlb_accesses,l2d_tlb_misses,l2d_tlb_miss_rate,mem_accesses,mem_reads,mem_writes,load_insts,store_insts,vec_insts,fp_insts,int_insts,issue_rate,fu_busy,fu_busy_rate,iq_full_events,lsq_full_events,rob_full_events,sq_full_events,dcache_blocked_no_mshrs_cycles,icache_stall_cycles
FFT,hardware,none,256,2,binaries/FFT/stats/hardware/256/t2,0.00038,0.001030262,0.00073,0.747,,,,,1.606,1178066.0,,,2494016.0,,,2.1170426784237897,,0.4723570337960943,,,,0.001181386,4.652e-05,743418.0,3342.0,0.004495452087520076,750969.0,3342.0,,,,,667037.0,501808.0,165229.0,6426.0,,,0.009633648508253665,728224.0,6871.0,0.009435283648987125,33536.0,18948.0,14588.0,9574.0,0.2854842557251908,,,,667661.0,270.0,0.00040439684210999297,583573.0,165.0,0.00028274097670728424,758.0,176.0,0.23218997361477572,593528.0,447402.0,165467.0,454534.0,164268.0,,,,,,,,,,,,
FFT,hardware,none,256,3,binaries/FFT/stats/hardware/256/t3,0.00042,0.001242742,0.00101,0.849,,,,,1.716,1733730.0,,,3904235.0,,,2.2519279241865804,,0.4440639459458767,,,,0.000840733,0.00062335,1310665.0,3854.0,0.002940492040300153,1320090.0,3854.0,,,,,1026726.0,849589.0,177137.0,7435.0,,,0.0072414646166552715,1248651.0,7272.0,0.005823885136839678,36420.0,20525.0,15894.0,10595.0,0.29091158704008785,,,,906841.0,273.0,0.0003010450564101094,818581.0,189.0,0.00023088735262606877,803.0,205.0,0.25529265255292655,1068182.0,893895.0,176960.0,903373.0,176314.0,,,,,,,,,,,,
FFT,hardware,none,256,4,binaries/FFT/stats/hardware/256/t4,0.00042,0.005506283,0.01274,2.34,,,,,2.308,29404326.0,,,86749965.0,,,2.9502449741578842,,0.33895490332474487,,,,0.019241273,0.003128883,2050119.0,3819.0,0.001862818694914783,2060020.0,3819.0,,,,,15115764.0,14941915.0,173849.0,8934.0,,,0.0005910386004968058,23724853.0,8601.0,0.00036253122411338017,41186.0,23028.0,18157.0,12407.0,0.3012431408731122,,,,1262948.0,304.0,0.00024070666409068306,1185919.0,215.0,0.00018129400068638753,852.0,233.0,0.2734741784037559,13701161.0,13524678.0,174314.0,13613945.0,172749.0,,4458.0,,,,,,,,,,
FFT,hardware,none,512,1,binaries/FFT/stats/hardware/512/t1,0.00031,0.000939789,0.00051,0.571,,,,,1.466,740375.0,,,1296400.0,,,1.7510045585007596,,0.5711007405121876,,,,0.00096596,0.00041511,236004.0,2944.0,0.012474364841273877,241592.0,2944.0,,,,,452979.0,295133.0,157845.0,4110.0,,,0.00907326829720583,414565.0,6130.0,0.014786583527311761,26492.0,15408.0,11084.0,6810.0,0.257058734712366,,,,452779.0,206.0,0.00045496809701863383,348231.0,123.0,0.00035321381496765077,628.0,139.0,0.2213375796178344,452504.0,294841.0,157662.0,297948.0,153973.0,,,,,,,,,,,,
FFT,hardware,none,512,2,binaries/FFT/stats/hardware/512/t2,0.00045,0.001129968,0.0008,0.747,,,,,1.64,1317646.0,,,2691517.0,,,2.0426707932176016,,0.4895551467815362,,,,0.00072571,0.000548,570530.0,3539.0,0.006203004224142464,578825.0,3539.0,,,,,720133.0,540806.0,179327.0,8100.0,,,0.011247922258804971,778353.0,7012.0,0.00900876594552857,38618.0,21044.0,17574.0,11363.0,0.2942410275001295,,,,705290.0,270.0,0.0003828212508329907,598736.0,157.0,0.0002622190748510195,751.0,176.0,0.23435419440745672,5384178.0,5391221.0,180690.0,5400613.0,178369.0,,154.0,,,,,,,,,,
FFT,hardware,none,512,3,binaries/FFT/stats/hardware/512/t3,0.00044,0.001314185,0.00114,0.907,,,,,1.764,2017965.0,,,4605641.0,,,2.282319564511773,,0.4381507373240771,,,,0.00130447,0.000248003,1155699.0,3814.0,0.003300167258083636,1165244.0,3814.0,,,,,1176299.0,985830.0,190469.0,9211.0,,,0.00783049207726947,1441278.0,7374.0,0.005116292623629862,42157.0,23110.0,19047.0,12394.0,0.29399625210522573,,,,1127066.0,290.0,0.00025730525097909085,1025614.0,188.0,0.00018330483008227266,868.0,210.0,0.24193548387096775,1126197.0,925968.0,190527.0,933647.0,187811.0,,,,,,,,,,,,
FFT,hardware,none,512,4,binaries/FFT/stats/hardware/512/t4,0.00044,0.003144961,0.00671,2.17,,,,,2.25,15087458.0,,,43723473.0,,,2.8980013067807713,,0.3450654068582338,,,,0.00444786,0.000331846,2235944.0,3818.0,0.0017075561820868502,2246303.0,3818.0,,,,,1176676.0,989412.0,187263.0,10472.0,,,0.008899646121787137,1455771.0,7663.0,0.0052638773543366366,44518.0,24094.0,20424.0,14143.0,0.3176917202030639,,,,8171306.0,446.0,5.458123829899407e-05,11637131.0,220.0,1.890500330364933e-05,1040.0,241.0,0.23173076923076924,949868.0,1041127.0,188003.0,1050465.0,185576.0,,,,,,,,,,,,
FFT,hardware,none,1024,1,binaries/FFT/stats/hardware/1024/t1,0.0004,0.001555151,0.00065,0.436,,,,,1.502,978572.0,,,1577437.0,,,1.611978474757095,,0.6203556782299388,,,,0.001171573,0.00064604,230480.0,2828.0,0.012270045123221104,235630.0,2828.0,,,,,571324.0,371813.0,199510.0,4291.0,,,0.007510624444273302,481926.0,6204.0,0.012873345700377237,27169.0,15802.0,11367.0,7086.0,0.2608119548014281,,,,570698.0,229.0,0.00040126301476437626,377092.0,120.0,0.00031822473030454105,660.0,138.0,0.20909090909090908,574569.0,371808.0,199449.0,368568.0,189653.0,,,,,,,,,,,,
FFT,hardware,none,1024,2,binaries/FFT/stats/hardware/1024/t2,0.00045,0.001229661,0.00092,0.79,,,,,1.671,1544770.0,,,3215579.0,,,2.081590786977997,,0.4804018187704298,,,,0.000724866,0.000677236,751568.0,3374.0,0.004489281076363017,758822.0,3374.0,,,,,876992.0,659562.0,217430.0,11629.0,,,0.013260098153688973,916428.0,7153.0,0.007805304944851096,47497.0,24735.0,22762.0,13944.0,0.2935764364065099,,,,12757593.0,415.0,3.252964724615372e-05,18536639.0,157.0,8.469712335661282e-06,1030.0,155.0,0.15048543689320387,871898.0,654242.0,217656.0,656781.0,210199.0,,,,,,,,,,,,
FFT,hardware,none,1024,3,binaries/FFT/stats/hardware/1024/t3,0.00048,0.001361626,0.0011899999999999999,0.911,,,,,1.783,2117676.0,,,4781571.0,,,2.257933224912593,,0.44288289350926713,,,,0.000889433,0.00084392,1434615.0,3625.0,0.0025268103289035736,1443395.0,3625.0,,,,,1006960.0,782295.0,224664.0,13533.0,,,0.013439461349010884,1097473.0,7547.0,0.006876706761806441,52267.0,27025.0,25241.0,15770.0,0.3017200145407236,,,,1119632.0,311.0,0.0002777698386612744,937836.0,189.0,0.00020152777244635524,955.0,219.0,0.2293193717277487,941045.0,709782.0,225045.0,712593.0,217262.0,,62.0,,,,,,,,,,
FFT,hardware,none,1024,4,binaries/FFT/stats/hardware/1024/t4,0.00046,0.003437455,0.0072,2.129,,,,,2.244,16153636.0,,,46426789.0,,,2.8740767094170008,,0.34793782529306516,,,,0.003235036,0.0014728,29019999.0,3906.0,0.00013459683441064213,29029540.0,3906.0,,,,,1238668.0,1012846.0,225822.0,15927.0,,,0.012858166998743812,1451315.0,7990.0,0.005505352042802562,58288.0,29760.0,28528.0,18248.0,0.3130661542684601,,,,8479053.0,499.0,5.885091177045361e-05,11868373.0,211.0,1.7778342490584007e-05,1205.0,249.0,0.20663900414937758,8316392.0,8095995.0,225568.0,8137676.0,218587.0,,878.0,,,,,,,,,,
FFT,hardware,none,2048,1,binaries/FFT/stats/hardware/2048/t1,0.00049,0.001035492,0.00065,0.659,,,,,1.694,1100150.0,,,2272246.0,,,2.065396536835886,,0.48416852752738915,,,,0.000938086,0.000153846,233315.0,2656.0,0.011383751580481324,238269.0,2656.0,,,,,902059.0,575775.0,326284.0,8224.0,,,0.009116920290136233,656156.0,6339.0,0.009660812367790586,35943.0,20262.0,15681.0,7656.0,0.21300392287789,,,,901859.0,249.0,0.00027609637426693085,468624.0,122.0,0.00026033664515688485,695.0,144.0,0.20719424460431654,901422.0,575413.0,326009.0,561818.0,306249.0,,,,,,,,,,,,
FFT,hardware,none,2048,2,binaries/FFT/stats/hardware/2048/t2,0.00057,0.001303224,0.0010400000000000001,0.838,,,,,1.736,1808538.0,,,3736151.0,,,2.0658404744605865,,0.48406448240448524,,,,0.00151998,5.02e-05,829202.0,3262.0,0.003933902716105364,836407.0,3262.0,,,,,3038389.0,2694673.0,343715.0,18320.0,,,0.006029511033643157,4085978.0,7815.0,0.0019126387856224386,62129.0,31713.0,30416.0,17416.0,0.28031997939770475,,,,1175420.0,317.0,0.00026969083391468584,752848.0,166.0,0.00022049603638450257,830.0,195.0,0.23493975903614459,1100384.0,756897.0,343486.0,747120.0,325515.0,,,,,,,,,,,,
FFT,hardware,none,2048,3,binaries/FFT/stats/hardware/2048/t3,0.00051,0.001229024,0.00122,1.038,,,,,1.78,2179455.0,,,4650624.0,,,2.1338472232737082,,0.4686371119230452,,,,0.001222566,0.000455746,1005911.0,3320.0,0.003300490798887774,1014128.0,3320.0,,,,,1414603.0,1063787.0,350816.0,20774.0,,,0.014685392297344202,1387344.0,7849.0,0.005657573031634547,68547.0,34498.0,34049.0,21179.0,0.3089704874028039,,,,1351201.0,350.0,0.0002590288195464627,926626.0,190.0,0.0002050449695993853,930.0,221.0,0.23763440860215054,1160614.0,1047459.0,351476.0,1040226.0,334073.0,,,,,,,,,,,,
FFT,hardware,none,2048,4,binaries/FFT/stats/hardware/2048/t4,0.00051,0.001384812,0.00176,1.326,,,,,1.905,3355273.0,,,7815542.0,,,2.329331175138357,,0.4293077818531331,,,,0.001844193,0.000338556,1399128.0,3624.0,0.0025901847436403244,1408682.0,3624.0,,,,,1697585.0,1345348.0,352236.0,24188.0,,,0.014248476512221773,1884367.0,8464.0,0.00449169402775574,79328.0,40057.0,39270.0,24629.0,0.31047045179507865,,,,8749265.0,559.0,6.389108113652975e-05,11875148.0,215.0,1.8105037511953535e-05,1219.0,260.0,0.2132895816242822,8828923.0,8340092.0,363040.0,8393518.0,334399.0,,,,,,,,,,,,
FFT,hardware,none,4096,1,binaries/FFT/stats/hardware/4096/t1,0.00077,0.001490904,0.0009699999999999999,0.675,,,,,1.87,1815619.0,,,4083537.0,,,2.2491155908811264,,0.44461921123770887,,,,0.001437446,0.000893906,239403.0,2871.0,0.011992330923171389,244755.0,2871.0,,,,,1857576.0,1190945.0,666630.0,26671.0,,,0.014357958974491488,1109679.0,6681.0,0.0060206600287110055,73240.0,39078.0,34162.0,8387.0,0.11451392681594758,,,,1858158.0,258.0,0.00013884718091787673,700670.0,126.0,0.00017982787903007122,759.0,149.0,0.1963109354413702,1498044.0,1191397.0,667005.0,1158575.0,635907.0,,8135.0,,,,,,,,,,
FFT,hardware,none,4096,2,binaries/FFT/stats/hardware/4096/t2,0.00066,0.001411138,0.00136,1.0,,,,,1.898,2579726.0,,,5755737.0,,,2.2311427647742437,,0.448200812511065,,,,0.00165344,0.00015777,911667.0,3376.0,0.0037031065070908566,919125.0,3376.0,,,,,2165412.0,1480057.0,685355.0,37036.0,,,0.017103442670494115,1547965.0,7991.0,0.005162261420639355,101846.0,51136.0,50709.0,25681.0,0.2521552147359739,,,,2099735.0,305.0,0.00014525642521556292,953737.0,169.0,0.0001771976970590425,952.0,198.0,0.20798319327731093,1852577.0,1438297.0,685268.0,1410224.0,656240.0,,9345.0,,,,,,,,,,
FFT,hardware,none,4096,3,binaries/FFT/stats/hardware/4096/t3,0.00065,0.001410686,0.00161,1.187,,,,,1.919,3093772.0,,,7006220.0,,,2.2646206637076034,,0.44157505759168286,,,,0.001923086,0.00019206,1125470.0,3544.0,0.003148906678987445,1134071.0,3544.0,,,,,2388352.0,1694880.0,693471.0,39036.0,,,0.016344324454686747,1871614.0,8709.0,0.004653203064307063,110080.0,54282.0,55798.0,31093.0,0.28245821220930234,,,,2400975.0,365.0,0.00015202157456866482,1272995.0,189.0,0.00014846876853404767,1092.0,237.0,0.21703296703296704,2183156.0,1750315.0,693448.0,1723263.0,664791.0,,,,,,,,,,,,
FFT,hardware,none,4096,4,binaries/FFT/stats/hardware/4096/t4,0.00065,0.003263825,0.00715,2.229,,,,,2.244,16049517.0,,,45407776.0,,,2.8292300634343075,,0.35345305174162245,,,,0.003307956,0.001636486,1809745.0,3624.0,0.0020024920637990436,1819245.0,3624.0,,,,,9514720.0,8821285.0,693435.0,42555.0,,,0.004472543595607648,13349706.0,11989.0,0.0008980722122269958,120282.0,60260.0,60021.0,36543.0,0.30381104404649073,,,,2689284.0,378.0,0.0001405578585229377,1547087.0,213.0,0.00013767810084371466,1167.0,281.0,0.24078834618680378,7901363.0,8165418.0,689671.0,8170774.0,665458.0,,,,,,,,,,,,
FFT,hardware,none,8192,1,binaries/FFT/stats/hardware/8192/t1,0.0013,0.002057915,0.0015,0.748,,,,,2.013,3015905.0,,,6257500.0,,,2.074833259005174,,0.481966440271674,,,,0.001072906,0.00084803,297909.0,3431.0,0.011516939736630984,305142.0,3431.0,,,,,1896239.0,1235388.0,660850.0,147367.0,,,0.07771541456535806,1689579.0,6399.0,0.003787334004506448,320708.0,162804.0,157904.0,9610.0,0.02996495254249972,,,,1898484.0,302.0,0.00015907429296217404,1038605.0,134.0,0.00012901921327164803,922.0,156.0,0.16919739696312364,1791449.0,1234780.0,659170.0,1186915.0,623769.0,,,,,,,,,,,,
FFT,hardware,none,8192,2,binaries/FFT/stats/hardware/8192/t2,0.00098,0.001728677,0.00189,1.125,,,,,2.03,3828477.0,,,7823406.0,,,2.0434773409896416,,0.48936192241588894,,,,0.001578003,0.00075179,674865.0,4008.0,0.005938965570891956,684739.0,4008.0,,,,,2215166.0,1525964.0,689202.0,154286.0,,,0.06964985919791113,2145312.0,7401.0,0.003449847854298116,343642.0,170249.0,173393.0,38203.0,0.11117092788425163,,,,2211244.0,368.0,0.00016642215874865008,1362313.0,175.0,0.00012845799753801072,1171.0,219.0,0.1870196413321947,1965679.0,1532183.0,691550.0,1489830.0,656772.0,,,,,,,,,,,,
FFT,hardware,none,8192,3,binaries/FFT/stats/hardware/8192/t3,0.00087,0.001644177,0.00222,1.393,,,,,2.023,4482784.0,,,9433386.0,,,2.104358809168588,,0.47520413136916057,,,,0.002007556,0.00063217,9875011.0,4239.0,0.00042926534461581865,9886341.0,4239.0,,,,,2406706.0,1699853.0,706853.0,155484.0,,,0.06460448430344214,2394995.0,7843.0,0.0032747458762961926,350470.0,170942.0,179527.0,48470.0,0.13829999714668872,,,,2569750.0,420.0,0.00016344002334857478,1729589.0,199.0,0.00011505623590344296,1387.0,271.0,0.19538572458543618,2505716.0,1790096.0,704416.0,1748637.0,670072.0,,7.0,,,,,,,,,,
FFT,hardware,none,8192,4,binaries/FFT/stats/hardware/8192/t4,0.00107,0.003664797,0.00855,2.37,,,,,2.273,19435723.0,,,53904378.0,,,2.7734691423622366,,0.3605592666332223,,,,0.004509106,0.001271356,1900420.0,4220.0,0.0022205617705559825,1912139.0,4220.0,,,,,8414096.0,7714053.0,700043.0,155585.0,,,0.018490994160275803,11903578.0,9015.0,0.0007573353154824541,360237.0,174703.0,185533.0,55313.0,0.15354613768158185,,,,2683501.0,465.0,0.0001732810980879083,1847864.0,231.0,0.0001250091998112415,1597.0,322.0,0.2016280525986224,9755647.0,9040806.0,710626.0,9057606.0,673803.0,,,,,,,,,,,,
GEMM,gem5,i1,64,1,binaries/GEMM/stats/gem5/i1/64/t1,0.000253,,,,0.000253,3.2,79056373.0,8768760.0,2.3980815347721824,2107564.0,2107564.0,606632.0,1382128.0,1234901.0,1758756.0,0.6557940826470751,2.2783631592134936,1.5248688978155425,0.59623575,0.2016,1.776733,,,61700.0,1790.0,0.02901134521880065,39208.0,1790.0,68939.0,40236.0,28703.0,0.5836464120454314,420376.0,331181.0,88982.0,22605.0,15930.0,6468.0,0.05377328867490057,117694.0,1548.0,0.013152752051931279,22784.0,,,19293.0,0.846778441011236,23985.0,20490.0,0.8542839274546592,0.0,0.0,,0.0,0.0,,0.0,0.0,,502411.0,395209.0,107202.0,395209.0,107202.0,1036638.0,0.0,888478.0,0.7753093144502373,7728.0,0.004739476008242567,92.0,2929.0,9261.0,10433.0,23553.0,29914.0
GEMM,gem5,i1,64,2,binaries/GEMM/stats/gem5/i1/64/t2,0.000253,,,,0.000253,3.23,78417838.0,8768764.0,2.3980815347721824,2109984.0,2109984.0,607123.0,1382400.0,1235045.0,1759028.0,0.6551708448974021,2.2769685879138164,1.5263194444444443,0.595817,0.201511,1.775296,,,61732.0,1790.0,0.028996306615693645,39225.0,1790.0,68962.0,40251.0,28711.0,0.5836692671326238,420410.0,331215.0,88982.0,22600.0,15924.0,6469.0,0.05375704669251445,117723.0,1548.0,0.013149511990010448,22801.0,,,19310.0,0.8468926801456077,24002.0,20507.0,0.8543871344054662,0.0,0.0,,0.0,0.0,,0.0,0.0,,502459.0,395241.0,107218.0,395241.0,107218.0,1036638.0,0.0,888590.0,0.7745035033441012,7742.0,0.004747549572708274,94.0,3142.0,9267.0,10979.0,23665.0,29955.0
